Order_ID,Order_Date,Customer_ID,Customer_Name,Product_ID,Product,Category,Quantity,Unit_Price,Discount,Revenue
O0266,2025-01-07,C015,Karan Shah,P004,Running Shoes,Fashion,1,2999,0.0,2999.0
O0267,2025-09-16,C014,Meera Iyer,P008,Coffee Maker,Home,3,3499,0.05,9972.15
O0268,2025-11-21,C017,Nikhil Kumar,P004,Running Shoes,Fashion,1,2999,0.05,2849.05
O0269,2025-02-22,C005,Rohan Mehta,P002,Smart Watch,Electronics,2,3999,0.05,7598.1
O0270,2025-07-05,C002,Priya Verma,P002,Smart Watch,Electronics,2,3999,0.15,6798.3
O0271,2025-01-07,C006,Sneha Kapoor,P001,Wireless Headphones,Electronics,3,2499,0.15,6372.45
O0272,2025-02-16,C012,Kavya Nair,P006,Cotton Hoodie,Fashion,1,1799,0.1,1619.1
O0273,2025-07-15,C002,Priya Verma,P009,Desk Lamp,Home,1,999,0.05,949.05
O0274,2025-01-19,C004,Ananya Gupta,P003,Laptop Backpack,Accessories,2,1499,0.05,2848.1
O0275,2025-08-31,C003,Rahul Singh,P003,Laptop Backpack,Accessories,1,1499,0.1,1349.1
O0276,2025-08-06,C004,Ananya Gupta,P001,Wireless Headphones,Electronics,1,2499,0.0,2499.0
O0277,2025-04-03,C017,Nikhil Kumar,P009,Desk Lamp,Home,3,999,0.05,2847.15
O0278,2025-05-25,C004,Ananya Gupta,P006,Cotton Hoodie,Fashion,2,1799,0.05,3418.1
O0279,2025-07-26,C011,Arjun Patel,P008,Coffee Maker,Home,2,3499,0.1,6298.2
O0280,2025-06-03,C015,Karan Shah,P010,Mechanical Keyboard,Electronics,1,4499,0.0,4499.0
O0281,2025-10-18,C019,Dev Khanna,P001,Wireless Headphones,Electronics,1,2499,0.0,2499.0
O0282,2025-02-04,C009,Vikram Das,P005,Bluetooth Speaker,Electronics,3,1999,0.1,5397.3
O0283,2025-09-07,C014,Meera Iyer,P004,Running Shoes,Fashion,1,2999,0.0,2999.0
O0284,2025-03-07,C008,Ishita Roy,P010,Mechanical Keyboard,Electronics,1,4499,0.0,4499.0
O0285,2025-11-30,C019,Dev Khanna,P009,Desk Lamp,Home,3,999,0.0,2997.0
O0286,2025-09-25,C007,Aditya Jain,P005,Bluetooth Speaker,Electronics,3,1999,0.1,5397.3
O0287,2025-07-08,C013,Siddharth Bose,P004,Running Shoes,Fashion,1,2999,0.05,2849.05
O0288,2025-10-13,C014,Meera Iyer,P008,Coffee Maker,Home,2,3499,0.05,6648.1
O0289,2025-11-26,C009,Vikram Das,P002,Smart Watch,Electronics,2,3999,0.1,7198.2
O0290,2025-02-06,C018,Tanya Agarwal,P008,Coffee Maker,Home,2,3499,0.0,6998.0
O0291,2025-01-09,C009,Vikram Das,P008,Coffee Maker,Home,1,3499,0.15,2974.15
O0292,2025-09-20,C020,Pooja Sinha,P004,Running Shoes,Fashion,2,2999,0.1,5398.2
O0293,2025-04-27,C013,Siddharth Bose,P004,Running Shoes,Fashion,2,2999,0.05,5698.1
O0294,2025-05-30,C012,Kavya Nair,P006,Cotton Hoodie,Fashion,1,1799,0.05,1709.05
O0295,2025-06-20,C012,Kavya Nair,P010,Mechanical Keyboard,Electronics,2,4499,0.0,8998.0
O0296,2025-05-24,C007,Aditya Jain,P004,Running Shoes,Fashion,1,2999,0.0,2999.0
O0297,2025-09-07,C007,Aditya Jain,P002,Smart Watch,Electronics,1,3999,0.0,3999.0
O0298,2025-03-30,C001,Aarav Sharma,P010,Mechanical Keyboard,Electronics,2,4499,0.0,8998.0
O0299,2025-11-18,C010,Neha Malhotra,P008,Coffee Maker,Home,2,3499,0.0,6998.0
O0300,2025-03-09,C010,Neha Malhotra,P003,Laptop Backpack,Accessories,3,1499,0.0,4497.0
O0301,2025-04-05,C002,Priya Verma,P005,Bluetooth Speaker,Electronics,1,1999,0.0,1999.0
O0302,2025-12-17,C001,Aarav Sharma,P005,Bluetooth Speaker,Electronics,1,1999,0.05,1899.05
O0303,2025-02-10,C014,Meera Iyer,P005,Bluetooth Speaker,Electronics,3,1999,0.0,5997.0
O0304,2025-10-07,C003,Rahul Singh,P003,Laptop Backpack,Accessories,1,1499,0.1,1349.1
O0305,2025-12-26,C016,Riya Sen,P010,Mechanical Keyboard,Electronics,1,4499,0.15,3824.15
O0306,2025-01-27,C008,Ishita Roy,P010,Mechanical Keyboard,Electronics,2,4499,0.0,8998.0
O0307,2025-07-21,C019,Dev Khanna,P004,Running Shoes,Fashion,1,2999,0.0,2999.0
O0308,2025-08-14,C017,Nikhil Kumar,P009,Desk Lamp,Home,2,999,0.0,1998.0
O0309,2025-04-03,C011,Arjun Patel,P002,Smart Watch,Electronics,1,3999,0.0,3999.0
O0310,2025-08-02,C003,Rahul Singh,P009,Desk Lamp,Home,1,999,0.05,949.05
O0311,2025-05-16,C015,Karan Shah,P003,Laptop Backpack,Accessories,3,1499,0.0,4497.0
O0312,2025-10-09,C003,Rahul Singh,P008,Coffee Maker,Home,1,3499,0.0,3499.0
O0313,2025-02-14,C013,Siddharth Bose,P010,Mechanical Keyboard,Electronics,1,4499,0.1,4049.1
O0314,2025-04-07,C015,Karan Shah,P002,Smart Watch,Electronics,1,3999,0.1,3599.1
O0315,2025-05-31,C013,Siddharth Bose,P002,Smart Watch,Electronics,2,3999,0.0,7998.0
O0316,2025-09-17,C004,Ananya Gupta,P003,Laptop Backpack,Accessories,3,1499,0.1,4047.3
O0317,2025-05-04,C012,Kavya Nair,P009,Desk Lamp,Home,2,999,0.0,1998.0
O0318,2025-03-31,C015,Karan Shah,P003,Laptop Backpack,Accessories,1,1499,0.0,1499.0
O0319,2025-11-21,C001,Aarav Sharma,P010,Mechanical Keyboard,Electronics,1,4499,0.1,4049.1
O0320,2025-06-29,C007,Aditya Jain,P006,Cotton Hoodie,Fashion,1,1799,0.0,1799.0
O0321,2025-06-08,C008,Ishita Roy,P006,Cotton Hoodie,Fashion,2,1799,0.0,3598.0
O0322,2025-12-14,C008,Ishita Roy,P002,Smart Watch,Electronics,1,3999,0.0,3999.0
O0323,2025-03-01,C017,Nikhil Kumar,P010,Mechanical Keyboard,Electronics,1,4499,0.05,4274.05
O0324,2025-04-03,C020,Pooja Sinha,P003,Laptop Backpack,Accessories,1,1499,0.0,1499.0
O0325,2025-12-01,C008,Ishita Roy,P002,Smart Watch,Electronics,1,3999,0.0,3999.0
O0326,2025-06-19,C019,Dev Khanna,P007,Office Chair,Furniture,1,6999,0.0,6999.0
O0327,2025-03-10,C011,Arjun Patel,P006,Cotton Hoodie,Fashion,2,1799,0.15,3058.3
O0328,2025-09-28,C003,Rahul Singh,P009,Desk Lamp,Home,2,999,0.0,1998.0
O0329,2025-12-03,C017,Nikhil Kumar,P002,Smart Watch,Electronics,2,3999,0.0,7998.0
O0330,2025-05-05,C012,Kavya Nair,P001,Wireless Headphones,Electronics,3,2499,0.1,6747.3
O0331,2025-10-02,C014,Meera Iyer,P007,Office Chair,Furniture,1,6999,0.1,6299.1
O0332,2025-12-04,C017,Nikhil Kumar,P003,Laptop Backpack,Accessories,1,1499,0.0,1499.0
O0333,2025-01-01,C006,Sneha Kapoor,P007,Office Chair,Furniture,2,6999,0.15,11898.3
O0334,2025-01-23,C006,Sneha Kapoor,P003,Laptop Backpack,Accessories,3,1499,0.0,4497.0
O0335,2025-02-25,C016,Riya Sen,P002,Smart Watch,Electronics,1,3999,0.05,3799.05
O0336,2025-12-03,C010,Neha Malhotra,P004,Running Shoes,Fashion,1,2999,0.0,2999.0
O0337,2025-06-18,C009,Vikram Das,P008,Coffee Maker,Home,2,3499,0.05,6648.1
O0338,2025-06-22,C014,Meera Iyer,P006,Cotton Hoodie,Fashion,1,1799,0.15,1529.15
O0339,2025-03-06,C011,Arjun Patel,P004,Running Shoes,Fashion,2,2999,0.05,5698.1
O0340,2025-01-15,C020,Pooja Sinha,P009,Desk Lamp,Home,2,999,0.0,1998.0
O0341,2025-10-01,C006,Sneha Kapoor,P009,Desk Lamp,Home,2,999,0.15,1698.3
O0342,2025-08-29,C010,Neha Malhotra,P006,Cotton Hoodie,Fashion,2,1799,0.0,3598.0
O0343,2025-05-14,C008,Ishita Roy,P010,Mechanical Keyboard,Electronics,2,4499,0.05,8548.1
O0344,2025-07-25,C008,Ishita Roy,P005,Bluetooth Speaker,Electronics,3,1999,0.05,5697.15
O0345,2025-11-28,C012,Kavya Nair,P006,Cotton Hoodie,Fashion,2,1799,0.0,3598.0
O0346,2025-05-05,C004,Ananya Gupta,P007,Office Chair,Furniture,1,6999,0.0,6999.0
O0347,2025-02-15,C010,Neha Malhotra,P005,Bluetooth Speaker,Electronics,1,1999,0.0,1999.0
O0348,2025-08-28,C007,Aditya Jain,P007,Office Chair,Furniture,1,6999,0.05,6649.05
O0349,2025-04-30,C007,Aditya Jain,P001,Wireless Headphones,Electronics,3,2499,0.0,7497.0
O0350,2025-11-11,C004,Ananya Gupta,P008,Coffee Maker,Home,3,3499,0.0,10497.0
O0351,2025-02-17,C019,Dev Khanna,P007,Office Chair,Furniture,1,6999,0.0,6999.0
O0352,2025-04-14,C016,Riya Sen,P002,Smart Watch,Electronics,1,3999,0.05,3799.05
O0353,2025-03-15,C019,Dev Khanna,P010,Mechanical Keyboard,Electronics,2,4499,0.0,8998.0
O0354,2025-12-14,C011,Arjun Patel,P008,Coffee Maker,Home,2,3499,0.05,6648.1
O0355,2025-08-17,C015,Karan Shah,P003,Laptop Backpack,Accessories,1,1499,0.0,1499.0
O0356,2025-05-26,C015,Karan Shah,P010,Mechanical Keyboard,Electronics,2,4499,0.05,8548.1
O0357,2025-05-27,C011,Arjun Patel,P001,Wireless Headphones,Electronics,2,2499,0.1,4498.2
O0358,2025-06-12,C020,Pooja Sinha,P007,Office Chair,Furniture,1,6999,0.15,5949.15
O0359,2025-04-28,C017,Nikhil Kumar,P009,Desk Lamp,Home,1,999,0.0,999.0
O0360,2025-08-19,C015,Karan Shah,P005,Bluetooth Speaker,Electronics,1,1999,0.0,1999.0
O0361,2025-11-30,C017,Nikhil Kumar,P003,Laptop Backpack,Accessories,1,1499,0.1,1349.1
O0362,2025-12-24,C007,Aditya Jain,P009,Desk Lamp,Home,3,999,0.05,2847.15
O0363,2025-10-06,C020,Pooja Sinha,P008,Coffee Maker,Home,1,3499,0.0,3499.0
O0364,2025-03-29,C013,Siddharth Bose,P005,Bluetooth Speaker,Electronics,2,1999,0.05,3798.1
O0365,2025-04-05,C013,Siddharth Bose,P003,Laptop Backpack,Accessories,1,1499,0.05,1424.05
O0366,2025-03-21,C008,Ishita Roy,P005,Bluetooth Speaker,Electronics,1,1999,0.1,1799.1
O0367,2025-03-03,C006,Sneha Kapoor,P009,Desk Lamp,Home,2,999,0.0,1998.0
O0368,2025-10-19,C001,Aarav Sharma,P004,Running Shoes,Fashion,1,2999,0.1,2699.1
O0369,2025-10-10,C005,Rohan Mehta,P002,Smart Watch,Electronics,2,3999,0.0,7998.0
O0370,2025-12-31,C003,Rahul Singh,P004,Running Shoes,Fashion,1,2999,0.0,2999.0
O0371,2025-06-04,C019,Dev Khanna,P002,Smart Watch,Electronics,1,3999,0.05,3799.05
O0372,2025-12-24,C018,Tanya Agarwal,P010,Mechanical Keyboard,Electronics,1,4499,0.0,4499.0
O0373,2025-10-16,C019,Dev Khanna,P002,Smart Watch,Electronics,2,3999,0.0,7998.0
O0374,2025-08-31,C010,Neha Malhotra,P009,Desk Lamp,Home,1,999,0.0,999.0
O0375,2025-03-06,C015,Karan Shah,P009,Desk Lamp,Home,2,999,0.0,1998.0
O0376,2025-07-02,C011,Arjun Patel,P006,Cotton Hoodie,Fashion,1,1799,0.05,1709.05
O0377,2025-12-29,C016,Riya Sen,P007,Office Chair,Furniture,1,6999,0.15,5949.15
O0378,2025-02-04,C001,Aarav Sharma,P006,Cotton Hoodie,Fashion,1,1799,0.05,1709.05
O0379,2025-04-27,C003,Rahul Singh,P010,Mechanical Keyboard,Electronics,1,4499,0.0,4499.0
O0380,2025-01-19,C004,Ananya Gupta,P005,Bluetooth Speaker,Electronics,1,1999,0.05,1899.05
O0381,2025-10-15,C016,Riya Sen,P004,Running Shoes,Fashion,1,2999,0.1,2699.1
O0382,2025-06-02,C019,Dev Khanna,P009,Desk Lamp,Home,3,999,0.0,2997.0
O0383,2025-10-20,C005,Rohan Mehta,P008,Coffee Maker,Home,2,3499,0.0,6998.0
O0384,2025-02-22,C005,Rohan Mehta,P009,Desk Lamp,Home,1,999,0.1,899.1
O0385,2025-02-26,C019,Dev Khanna,P001,Wireless Headphones,Electronics,1,2499,0.0,2499.0
O0386,2025-01-20,C006,Sneha Kapoor,P001,Wireless Headphones,Electronics,2,2499,0.0,4998.0
O0387,2025-10-10,C002,Priya Verma,P005,Bluetooth Speaker,Electronics,3,1999,0.0,5997.0
O0388,2025-10-28,C007,Aditya Jain,P007,Office Chair,Furniture,2,6999,0.0,13998.0
O0389,2025-11-11,C001,Aarav Sharma,P002,Smart Watch,Electronics,1,3999,0.1,3599.1
O0390,2025-10-27,C012,Kavya Nair,P006,Cotton Hoodie,Fashion,1,1799,0.0,1799.0
O0391,2025-09-27,C009,Vikram Das,P004,Running Shoes,Fashion,2,2999,0.0,5998.0
O0392,2025-07-04,C007,Aditya Jain,P008,Coffee Maker,Home,1,3499,0.1,3149.1
O0393,2025-05-15,C015,Karan Shah,P005,Bluetooth Speaker,Electronics,1,1999,0.0,1999.0
O0394,2025-10-02,C013,Siddharth Bose,P003,Laptop Backpack,Accessories,2,1499,0.0,2998.0
O0395,2025-03-06,C016,Riya Sen,P001,Wireless Headphones,Electronics,1,2499,0.0,2499.0
O0396,2025-05-26,C001,Aarav Sharma,P009,Desk Lamp,Home,1,999,0.15,849.15
O0397,2025-08-27,C018,Tanya Agarwal,P002,Smart Watch,Electronics,3,3999,0.0,11997.0
O0398,2025-11-16,C019,Dev Khanna,P004,Running Shoes,Fashion,1,2999,0.15,2549.15
O0399,2025-03-12,C020,Pooja Sinha,P009,Desk Lamp,Home,1,999,0.0,999.0
O0400,2025-04-16,C010,Neha Malhotra,P007,Office Chair,Furniture,3,6999,0.05,19947.15
